MAC,FABRICANTE
08ECA9     ,"Samsung Electronics Co.,Ltd"
10-D3-8A   ,"Samsung Electronics Co.,Ltd"
10D38A     ,"Samsung Electronics Co.,Ltd"
38-2D-D1   ,"Samsung Electronics Co.,Ltd"
382DD1     ,"Samsung Electronics Co.,Ltd"
E0-CB-EE   ,"Samsung Electronics Co.,Ltd"
E0CBEE     ,"Samsung Electronics Co.,Ltd"
64-B8-53   ,"Samsung Electronics Co.,Ltd"
64B853     ,"Samsung Electronics Co.,Ltd"
98-83-89   ,"Samsung Electronics Co.,Ltd"
988389,"Samsung Electronics Co.,Ltd"
24-4B-03   ,"Samsung Electronics Co.,Ltd"
244B03     ,"Samsung Electronics Co.,Ltd"
FC-8F-90   ,"Samsung Electronics Co.,Ltd"
FC8F90     ,"Samsung Electronics Co.,Ltd"
18-16-C9   ,"Samsung Electronics Co.,Ltd"
1816C9     ,"Samsung Electronics Co.,Ltd"
F4-42-8F   ,"Samsung Electronics Co.,Ltd"
F4428F     ,"Samsung Electronics Co.,Ltd"
18-83-31   ,"Samsung Electronics Co.,Ltd"
188331,"Samsung Electronics Co.,Ltd"
84-55-A5   ,"Samsung Electronics Co.,Ltd"
8455A5     ,"Samsung Electronics Co.,Ltd"
A8-7C-01   ,"Samsung Electronics Co.,Ltd"
A87C01     ,"Samsung Electronics Co.,Ltd"
C0-11-73   ,"Samsung Electronics Co.,Ltd"
C01173     ,"Samsung Electronics Co.,Ltd"
BC-E6-3F   ,"Samsung Electronics Co.,Ltd"
BCE63F     ,"Samsung Electronics Co.,Ltd"
B8-57-D8   ,"Samsung Electronics Co.,Ltd"
B857D8     ,"Samsung Electronics Co.,Ltd"
94-B1-0A   ,"Samsung Electronics Co.,Ltd"
94B10A     ,"Samsung Electronics Co.,Ltd"
E4-58-B8   ,"Samsung Electronics Co.,Ltd"
E458B8     ,"Samsung Electronics Co.,Ltd"
08-8C-2C   ,"Samsung Electronics Co.,Ltd"
088C2C     ,"Samsung Electronics Co.,Ltd"
B8-6C-E8   ,"Samsung Electronics Co.,Ltd"
B86CE8     ,"Samsung Electronics Co.,Ltd"
9C-65-B0   ,"Samsung Electronics Co.,Ltd"
9C65B0     ,"Samsung Electronics Co.,Ltd"
C8-A8-23   ,"Samsung Electronics Co.,Ltd"
C8A823     ,"Samsung Electronics Co.,Ltd"
C4-42-02   ,"Samsung Electronics Co.,Ltd"
C44202     ,"Samsung Electronics Co.,Ltd"
D0-59-E4   ,"Samsung Electronics Co.,Ltd"
D059E4     ,"Samsung Electronics Co.,Ltd"
64-B3-10   ,"Samsung Electronics Co.,Ltd"
64B310     ,"Samsung Electronics Co.,Ltd"
78-AB-BB   ,"Samsung Electronics Co.,Ltd"
78ABBB     ,"Samsung Electronics Co.,Ltd"
00-0B-3B   ,devolo AG
000B3B     ,devolo AG
00-1D-20   ,Comtrend Corporation
001D20     ,Comtrend Corporation
6C-38-A1   ,Ubee Interactive Corp.
6C38A1     ,Ubee Interactive Corp.
14-0C-76   ,FREEBOX SAS
140C76     ,FREEBOX SAS
00-24-D4   ,FREEBOX SAS
0024D4     ,FREEBOX SAS
A0-89-E4   ,"Skyworth Digital Technology(Shenzhen) Co.,Ltd"
A089E4     ,"Skyworth Digital Technology(Shenzhen) Co.,Ltd"
00-1A-9A   ,"Skyworth Digital Technology(Shenzhen) Co.,Ltd"
001A9A     ,"Skyworth Digital Technology(Shenzhen) Co.,Ltd"
AC-3A-7A   ,"Roku, Inc."
AC3A7A     ,"Roku, Inc."
CC-6D-A0   ,"Roku, Inc."
CC6DA0     ,"Roku, Inc."
00-0D-4B   ,"Roku, Inc."
000D4B     ,"Roku, Inc."
00-19-99   ,Fujitsu Technology Solutions GmbH
1999,Fujitsu Technology Solutions GmbH
00-09-E1   ,"Gemtek Technology Co., Ltd."
90,"Gemtek Technology Co., Ltd."
C4-77-AB   ,"Beijing ASU Tech Co.,Ltd"
C477AB     ,"Beijing ASU Tech Co.,Ltd"
18-2A-7B   ,"Nintendo Co., Ltd."
182A7B     ,"Nintendo Co., Ltd."
00-24-F3   ,"Nintendo Co., Ltd."
0024F3     ,"Nintendo Co., Ltd."
A4-5C-27   ,"Nintendo Co., Ltd."
A45C27     ,"Nintendo Co., Ltd."
00-1D-BC   ,"Nintendo Co., Ltd."
001DBC     ,"Nintendo Co., Ltd."
00-1F-32   ,"Nintendo Co., Ltd."
001F32     ,"Nintendo Co., Ltd."
D8-FB-5E   ,ASKEY COMPUTER CORP
D8FB5E     ,ASKEY COMPUTER CORP
54-44-08   ,Nokia Corporation
544408,Nokia Corporation
00-17-B0   ,Nokia Danmark A/S
0017B0     ,Nokia Danmark A/S
00-1B-EE   ,Nokia Danmark A/S
001BEE     ,Nokia Danmark A/S
18-86-AC   ,Nokia Danmark A/S
1886AC     ,Nokia Danmark A/S
00-21-FE   ,Nokia Danmark A/S
0021FE     ,Nokia Danmark A/S
00-22-66   ,Nokia Danmark A/S
2266,Nokia Danmark A/S
DC-B3-B4   ,"Honeywell Environmental & Combustion Controls (Tianjin) Co., Ltd."
DCB3B4     ,"Honeywell Environmental & Combustion Controls (Tianjin) Co., Ltd."
C8-D1-0B   ,Nokia Corporation
C8D10B     ,Nokia Corporation
C8-97-9F   ,Nokia Corporation
C8979F     ,Nokia Corporation
F4-F5-A5   ,Nokia Corporation
F4F5A5     ,Nokia Corporation
3C-C2-43   ,Nokia Corporation
3CC243     ,Nokia Corporation
00-15-A0   ,Nokia Danmark A/S
0015A0     ,Nokia Danmark A/S
00-1A-16   ,Nokia Danmark A/S
001A16     ,Nokia Danmark A/S
00-22-FC   ,Nokia Danmark A/S
0022FC     ,Nokia Danmark A/S
00-25-48   ,Nokia Danmark A/S
2548,Nokia Danmark A/S
00-1D-FD   ,Nokia Danmark A/S
001DFD     ,Nokia Danmark A/S
00-1E-A3   ,Nokia Danmark A/S
001EA3     ,Nokia Danmark A/S
00-1D-98   ,Nokia Danmark A/S
001D98     ,Nokia Danmark A/S
00-11-9F   ,Nokia Danmark A/S
00119F     ,Nokia Danmark A/S
18-A6-F7   ,"TP-LINK TECHNOLOGIES CO.,LTD."
18A6F7     ,"TP-LINK TECHNOLOGIES CO.,LTD."
24-69-68   ,"TP-LINK TECHNOLOGIES CO.,LTD."
246968,"TP-LINK TECHNOLOGIES CO.,LTD."
8C-A2-FD   ,"Starry, Inc."
8CA2FD     ,"Starry, Inc."
14-BB-6E   ,"Samsung Electronics Co.,Ltd"
14BB6E     ,"Samsung Electronics Co.,Ltd"
AC-61-EA   ,"Apple, Inc."
AC61EA     ,"Apple, Inc."
38-B5-4D   ,"Apple, Inc."
38B54D     ,"Apple, Inc."
90-A6-2F   ,NAVER
90A62F     ,NAVER
F4-ED-5F   ,SHENZHEN KTC TECHNOLOGY GROUP 
F4ED5F     ,SHENZHEN KTC TECHNOLOGY GROUP 
94-76-B7   ,"Samsung Electronics Co.,Ltd"
9476B7     ,"Samsung Electronics Co.,Ltd"
8C-1A-BF   ,"Samsung Electronics Co.,Ltd"
8C1ABF     ,"Samsung Electronics Co.,Ltd"
B4-74-43   ,"Samsung Electronics Co.,Ltd"
B47443     ,"Samsung Electronics Co.,Ltd"
00-0B-A2   ,"Sumitomo Electric Industries,Ltd"
000BA2     ,"Sumitomo Electric Industries,Ltd"
30-CB-F8   ,"Samsung Electronics Co.,Ltd"
30CBF8     ,"Samsung Electronics Co.,Ltd"
2C-4D-79   ,GoerTek Inc.
2C4D79     ,GoerTek Inc.
40-D3-57   ,"Ison Technology Co., Ltd."
40D357     ,"Ison Technology Co., Ltd."
A4-F1-E8   ,"Apple, Inc."
A4F1E8     ,"Apple, Inc."
F0-34-04   ,TCT mobile ltd
F03404     ,TCT mobile ltd
FC-0F-E6   ,Sony Computer Entertainment Inc.
FC0FE6     ,Sony Computer Entertainment Inc.
70-9E-29   ,Sony Computer Entertainment Inc.
"7,09000000000000E+31",Sony Computer Entertainment Inc.
AC-9B-0A   ,Sony Computer Entertainment Inc.
AC9B0A     ,Sony Computer Entertainment Inc.
00-35-1A   ,"Cisco Systems, Inc"
00351A     ,"Cisco Systems, Inc"
00-A0-B8   ,NetApp
00A0B8     ,NetApp
9C-D4-8B   ,Innolux Technology Europe BV
9CD48B     ,Innolux Technology Europe BV
54-5A-A6   ,Espressif Inc.
545AA6     ,Espressif Inc.
DC-E8-38   ,CK Telecom (Shenzhen) Limited
DCE838     ,CK Telecom (Shenzhen) Limited
B0-75-4D   ,Alcatel-Lucent
B0754D     ,Alcatel-Lucent
BC-8D-0E   ,Alcatel-Lucent
BC8D0E     ,Alcatel-Lucent
E4-81-84   ,Alcatel-Lucent
E48184     ,Alcatel-Lucent
94-E9-8C   ,Alcatel-Lucent
94E98C     ,Alcatel-Lucent
84-26-2B   ,Alcatel-Lucent
84262B     ,Alcatel-Lucent
98-B0-39   ,Alcatel-Lucent
98B039     ,Alcatel-Lucent
A4-7B-2C   ,Alcatel-Lucent
A47B2C     ,Alcatel-Lucent
BC-6B-4D   ,Alcatel-Lucent
BC6B4D     ,Alcatel-Lucent
00-CC-FC   ,"Cisco Systems, Inc"
00CCFC     ,"Cisco Systems, Inc"
2C-96-62   ,Invenit BV
2C9662     ,Invenit BV
DC-2D-CB   ,"Beijing Unis HengYue Technology Co., Ltd."
DC2DCB     ,"Beijing Unis HengYue Technology Co., Ltd."
5C-F2-86   ,IEEE Registration Authority
5CF286     ,IEEE Registration Authority
38-10-D5   ,AVM Audiovisuelles Marketing und Computersysteme GmbH
3810D5     ,AVM Audiovisuelles Marketing und Computersysteme GmbH
44-AA-F5   ,Pace plc
44AAF5     ,Pace plc
1C-5F-2B   ,D-Link International
1C5F2B     ,D-Link International
D8-80-3C   ,Anhui Huami Information Technology Company Limited
D8803C     ,Anhui Huami Information Technology Company Limited
00-1F-A7   ,Sony Computer Entertainment Inc.
001FA7     ,Sony Computer Entertainment Inc.
00-13-15   ,Sony Computer Entertainment Inc.
1315,Sony Computer Entertainment Inc.
A8-E3-EE   ,Sony Computer Entertainment Inc.
A8E3EE     ,Sony Computer Entertainment Inc.
70-3C-03   ,"RadiAnt Co.,Ltd"
703C03     ,"RadiAnt Co.,Ltd"
F0-D2-F1   ,Amazon Technologies Inc.
F0D2F1     ,Amazon Technologies Inc.
58-32-77   ,Reliance Communications LLC
583277,Reliance Communications LLC
AC-44-F2   ,YAMAHA CORPORATION
AC44F2     ,YAMAHA CORPORATION
CC-D3-E2   ,"Jiangsu Yinhe  Electronics Co.,Ltd."
CCD3E2     ,"Jiangsu Yinhe  Electronics Co.,Ltd."
18-21-95   ,"Samsung Electronics Co.,Ltd"
182195,"Samsung Electronics Co.,Ltd"
A8-81-95   ,"Samsung Electronics Co.,Ltd"
A88195     ,"Samsung Electronics Co.,Ltd"
88-AD-D2   ,"Samsung Electronics Co.,Ltd"
88ADD2     ,"Samsung Electronics Co.,Ltd"
00-8E-73   ,"Cisco Systems, Inc"
"8,00000000000000E+73","Cisco Systems, Inc"
B8-05-AB   ,zte corporation
B805AB     ,zte corporation
9C-52-F8   ,"HUAWEI TECHNOLOGIES CO.,LTD"
9C52F8     ,"HUAWEI TECHNOLOGIES CO.,LTD"
32957,"HUAWEI TECHNOLOGIES CO.,LTD"
900325,"HUAWEI TECHNOLOGIES CO.,LTD"
DC-09-4C   ,"HUAWEI TECHNOLOGIES CO.,LTD"
DC094C     ,"HUAWEI TECHNOLOGIES CO.,LTD"
DC-EE-06   ,"HUAWEI TECHNOLOGIES CO.,LTD"
DCEE06     ,"HUAWEI TECHNOLOGIES CO.,LTD"
84-00-2D   ,PEGATRON CORPORATION
84002D     ,PEGATRON CORPORATION
0C-6F-9C   ,Shaw Communications Inc.
0C6F9C     ,Shaw Communications Inc.
18-01-E3   ,Bittium Wireless Ltd
1801000,Bittium Wireless Ltd
C0-AC-54   ,Sagemcom Broadband SAS
C0AC54     ,Sagemcom Broadband SAS
40-F2-01   ,Sagemcom Broadband SAS
40F201     ,Sagemcom Broadband SAS
C8-91-F9   ,Sagemcom Broadband SAS
C891F9     ,Sagemcom Broadband SAS
4C-FF-12   ,"Fuze Entertainment Co., ltd"
4CFF12     ,"Fuze Entertainment Co., ltd"
00-59-AC   ,KPN. B.V.
0059AC     ,KPN. B.V.
AC-9A-22   ,NXP Semiconductors
AC9A22     ,NXP Semiconductors
00-60-37   ,NXP Semiconductors
6037,NXP Semiconductors
54-60-09   ,"Google, Inc."
546009,"Google, Inc."
A4-77-33   ,"Google, Inc."
A47733     ,"Google, Inc."
94-EB-2C   ,"Google, Inc."
94EB2C     ,"Google, Inc."
28-BC-56   ,"EMAC, Inc."
28BC56     ,"EMAC, Inc."
28-7C-DB   ,"Hefei  Toycloud Technology Co.,ltd"
287CDB     ,"Hefei  Toycloud Technology Co.,ltd"
D0-B3-3F   ,Shenzhen TINNO Mobile Technology Corp.
D0B33F     ,Shenzhen TINNO Mobile Technology Corp.
00-73-8D   ,Shenzhen TINNO Mobile Technology Corp.
00738D     ,Shenzhen TINNO Mobile Technology Corp.
A8-CA-7B   ,"HUAWEI TECHNOLOGIES CO.,LTD"
A8CA7B     ,"HUAWEI TECHNOLOGIES CO.,LTD"
AC-CF-85   ,"HUAWEI TECHNOLOGIES CO.,LTD"
ACCF85     ,"HUAWEI TECHNOLOGIES CO.,LTD"
0C-D7-46   ,"Apple, Inc."
0CD746     ,"Apple, Inc."
44-00-10   ,"Apple, Inc."
440010,"Apple, Inc."
24-35-CC   ,"Zhongshan Scinan Internet of Things Co.,Ltd."
2435CC     ,"Zhongshan Scinan Internet of Things Co.,Ltd."
2C-27-D7   ,Hewlett Packard
2C27D7     ,Hewlett Packard
00-0F-3D   ,D-Link Corporation
000F3D     ,D-Link Corporation
00-11-95   ,D-Link Corporation
1195,D-Link Corporation
00-15-E9   ,D-Link Corporation
15000000000,D-Link Corporation
0C-FD-37   ,SUSE Linux GmbH
0CFD37     ,SUSE Linux GmbH
2C-FF-65   ,"Oki Electric Industry Co., Ltd."
2CFF65     ,"Oki Electric Industry Co., Ltd."
00-1C-F0   ,D-Link Corporation
001CF0     ,D-Link Corporation
00-26-5A   ,D-Link Corporation
00265A     ,D-Link Corporation
AC-F1-DF   ,D-Link International
ACF1DF     ,D-Link International
FC-75-16   ,D-Link International
FC7516     ,D-Link International
E0-D7-BA   ,Texas Instruments
E0D7BA     ,Texas Instruments
B8-FF-FE   ,Texas Instruments
B8FFFE     ,Texas Instruments
78-DE-E4   ,Texas Instruments
78DEE4     ,Texas Instruments
00-18-2F   ,Texas Instruments
00182F     ,Texas Instruments
00-18-34   ,Texas Instruments
1834,Texas Instruments
00-17-E3   ,Texas Instruments
17000,Texas Instruments
00-17-EA   ,Texas Instruments
0017EA     ,Texas Instruments
00-17-83   ,Texas Instruments
1783,Texas Instruments
7C-18-CD   ,"E-TRON Co.,Ltd."
7C18CD     ,"E-TRON Co.,Ltd."
C8-66-5D   ,Aerohive Networks Inc.
C8665D     ,Aerohive Networks Inc.
38-97-D6   ,"Hangzhou H3C Technologies Co., Limited"
3897D6     ,"Hangzhou H3C Technologies Co., Limited"
C8-47-8C   ,Beken Corporation
C8478C     ,Beken Corporation
E4-98-D6   ,"Apple, Inc."
E498D6     ,"Apple, Inc."
60-69-44   ,"Apple, Inc."
606944,"Apple, Inc."
08-95-2A   ,Technicolor CH USA
08952A     ,Technicolor CH USA
00-19-77   ,Aerohive Networks Inc.
1977,Aerohive Networks Inc.
40-18-B1   ,Aerohive Networks Inc.
4018B1     ,Aerohive Networks Inc.
88-96-B6   ,Global Fire Equipment S.A.
8896B6     ,Global Fire Equipment S.A.
18-87-96   ,HTC Corporation
188796,HTC Corporation
94-53-30   ,"Hon Hai Precision Ind. Co.,Ltd."
945330,"Hon Hai Precision Ind. Co.,Ltd."
00-24-2C   ,"Hon Hai Precision Ind. Co.,Ltd."
00242C     ,"Hon Hai Precision Ind. Co.,Ltd."
00-24-2B   ,"Hon Hai Precision Ind. Co.,Ltd."
00242B     ,"Hon Hai Precision Ind. Co.,Ltd."
D8-79-88   ,"Hon Hai Precision Ind. Co.,Ltd."
D87988     ,"Hon Hai Precision Ind. Co.,Ltd."
AC-2A-0C   ,"CSR ZHUZHOU INSTITUTE CO.,LTD."
AC2A0C     ,"CSR ZHUZHOU INSTITUTE CO.,LTD."
60-19-71   ,"ARRIS Group, Inc."
601971,"ARRIS Group, Inc."
F4-CA-24   ,"FreeBit Co., Ltd."
F4CA24     ,"FreeBit Co., Ltd."
00-1D-D1   ,"ARRIS Group, Inc."
001DD1     ,"ARRIS Group, Inc."
00-1D-D6   ,"ARRIS Group, Inc."
001DD6     ,"ARRIS Group, Inc."
00-0A-57   ,Hewlett Packard
000A57     ,Hewlett Packard
64-31-50   ,Hewlett Packard
643150,Hewlett Packard
00-23-76   ,HTC Corporation
2376,HTC Corporation
00-07-E9   ,Intel Corporation
7000000000,Intel Corporation
B4-6D-83   ,Intel Corporate
B46D83     ,Intel Corporate
E4-FA-FD   ,Intel Corporate
E4FAFD     ,Intel Corporate
DC-53-60   ,Intel Corporate
DC5360     ,Intel Corporate
78-0C-B8   ,Intel Corporate
780CB8     ,Intel Corporate
48-45-20   ,Intel Corporate
484520,Intel Corporate
00-40-26   ,BUFFALO.INC
4026,BUFFALO.INC
00-02-A5   ,Hewlett Packard
0002A5     ,Hewlett Packard
A0-2B-B8   ,Hewlett Packard
A02BB8     ,Hewlett Packard
6C-C2-17   ,Hewlett Packard
6CC217     ,Hewlett Packard
38-63-BB   ,Hewlett Packard
3863BB     ,Hewlett Packard
CC-3E-5F   ,Hewlett Packard
CC3E5F     ,Hewlett Packard
74-46-A0   ,Hewlett Packard
7446A0     ,Hewlett Packard
44-31-92   ,Hewlett Packard
443192,Hewlett Packard
FC-15-B4   ,Hewlett Packard
FC15B4     ,Hewlett Packard
EC-9A-74   ,Hewlett Packard
EC9A74     ,Hewlett Packard
80-C1-6E   ,Hewlett Packard
80C16E     ,Hewlett Packard
D0-7E-28   ,Hewlett Packard
D07E28     ,Hewlett Packard
74-03-BD   ,BUFFALO.INC
7403BD     ,BUFFALO.INC
10-1F-74   ,Hewlett Packard
101F74     ,Hewlett Packard
00-1A-4B   ,Hewlett Packard
001A4B     ,Hewlett Packard
00-1F-29   ,Hewlett Packard
001F29     ,Hewlett Packard
00-21-5A   ,Hewlett Packard
00215A     ,Hewlett Packard
00-0F-61   ,Hewlett Packard
000F61     ,Hewlett Packard
00-11-85   ,Hewlett Packard
1185,Hewlett Packard
00-12-79   ,Hewlett Packard
1279,Hewlett Packard
00-17-08   ,Hewlett Packard
1708,Hewlett Packard
30-60-23   ,"ARRIS Group, Inc."
306023,"ARRIS Group, Inc."
AC-B3-13   ,"ARRIS Group, Inc."
ACB313     ,"ARRIS Group, Inc."
14-AB-F0   ,"ARRIS Group, Inc."
14ABF0     ,"ARRIS Group, Inc."
0C-F8-93   ,"ARRIS Group, Inc."
0CF893     ,"ARRIS Group, Inc."
84-61-A0   ,"ARRIS Group, Inc."
8461A0     ,"ARRIS Group, Inc."
E8-33-81   ,"ARRIS Group, Inc."
E83381     ,"ARRIS Group, Inc."
44-E1-37   ,"ARRIS Group, Inc."
"4,40000000000000E+138","ARRIS Group, Inc."
1C-1B-68   ,"ARRIS Group, Inc."
1C1B68     ,"ARRIS Group, Inc."
28-32-C5   ,"HUMAX Co., Ltd."
2832C5     ,"HUMAX Co., Ltd."
EC-4D-47   ,"HUAWEI TECHNOLOGIES CO.,LTD"
EC4D47     ,"HUAWEI TECHNOLOGIES CO.,LTD"
88-CF-98   ,"HUAWEI TECHNOLOGIES CO.,LTD"
88CF98     ,"HUAWEI TECHNOLOGIES CO.,LTD"
6C-E3-B6   ,Nera Telecommunications Ltd.
6CE3B6     ,Nera Telecommunications Ltd.
80-30-DC   ,Texas Instruments
8030DC     ,Texas Instruments
CC-78-AB   ,Texas Instruments
CC78AB     ,Texas Instruments
A4-D5-78   ,Texas Instruments
A4D578     ,Texas Instruments
94-2C-B3   ,"HUMAX Co., Ltd."
942CB3     ,"HUMAX Co., Ltd."
04-52-F3   ,"Apple, Inc."
0452F3     ,"Apple, Inc."
24-1E-EB   ,"Apple, Inc."
241EEB     ,"Apple, Inc."
F4-31-C3   ,"Apple, Inc."
F431C3     ,"Apple, Inc."
C4-F5-7C   ,"Brocade Communications Systems, Inc."
C4F57C     ,"Brocade Communications Systems, Inc."
8C-7C-FF   ,"Brocade Communications Systems, Inc."
8C7CFF     ,"Brocade Communications Systems, Inc."
00-0C-DB   ,"Brocade Communications Systems, Inc."
000CDB     ,"Brocade Communications Systems, Inc."
00-60-69   ,"Brocade Communications Systems, Inc."
6069,"Brocade Communications Systems, Inc."
C8-7B-5B   ,zte corporation
C87B5B     ,zte corporation
98-F5-37   ,zte corporation
98F537     ,zte corporation
00-1E-73   ,zte corporation
"1,00000000000000E+73",zte corporation
00-19-C6   ,zte corporation
0019C6     ,zte corporation
00-15-EB   ,zte corporation
0015EB     ,zte corporation
A0-51-C6   ,Avaya Inc
A051C6     ,Avaya Inc
24-D9-21   ,Avaya Inc
24D921     ,Avaya Inc
84-83-71   ,Avaya Inc
848371,Avaya Inc
70-52-C5   ,Avaya Inc
7052C5     ,Avaya Inc
00-1B-4F   ,Avaya Inc
001B4F     ,Avaya Inc
F0-EB-D0   ,"Shanghai Feixun Communication Co.,Ltd."
F0EBD0     ,"Shanghai Feixun Communication Co.,Ltd."
D8-49-0B   ,"HUAWEI TECHNOLOGIES CO.,LTD"
D8490B     ,"HUAWEI TECHNOLOGIES CO.,LTD"
88-86-03   ,"HUAWEI TECHNOLOGIES CO.,LTD"
888603,"HUAWEI TECHNOLOGIES CO.,LTD"
F8-E8-11   ,"HUAWEI TECHNOLOGIES CO.,LTD"
F8E811     ,"HUAWEI TECHNOLOGIES CO.,LTD"
E0-97-96   ,"HUAWEI TECHNOLOGIES CO.,LTD"
E09796     ,"HUAWEI TECHNOLOGIES CO.,LTD"
CC-CC-81   ,"HUAWEI TECHNOLOGIES CO.,LTD"
CCCC81     ,"HUAWEI TECHNOLOGIES CO.,LTD"
10-1B-54   ,"HUAWEI TECHNOLOGIES CO.,LTD"
101B54     ,"HUAWEI TECHNOLOGIES CO.,LTD"
70-54-F5   ,"HUAWEI TECHNOLOGIES CO.,LTD"
7054F5     ,"HUAWEI TECHNOLOGIES CO.,LTD"
00-19-7E   ,"Hon Hai Precision Ind. Co.,Ltd."
00197E     ,"Hon Hai Precision Ind. Co.,Ltd."
78-DD-08   ,"Hon Hai Precision Ind. Co.,Ltd."
78DD08     ,"Hon Hai Precision Ind. Co.,Ltd."
9C-D2-1E   ,"Hon Hai Precision Ind. Co.,Ltd."
9CD21E     ,"Hon Hai Precision Ind. Co.,Ltd."
80-96-CA   ,"Hon Hai Precision Ind. Co.,Ltd."
8096CA     ,"Hon Hai Precision Ind. Co.,Ltd."
D0-7A-B5   ,"HUAWEI TECHNOLOGIES CO.,LTD"
D07AB5     ,"HUAWEI TECHNOLOGIES CO.,LTD"
C4-05-28   ,"HUAWEI TECHNOLOGIES CO.,LTD"
C40528     ,"HUAWEI TECHNOLOGIES CO.,LTD"
3C-DF-BD   ,"HUAWEI TECHNOLOGIES CO.,LTD"
3CDFBD     ,"HUAWEI TECHNOLOGIES CO.,LTD"
14-B9-68   ,"HUAWEI TECHNOLOGIES CO.,LTD"
14B968     ,"HUAWEI TECHNOLOGIES CO.,LTD"
80-71-7A   ,"HUAWEI TECHNOLOGIES CO.,LTD"
80717A     ,"HUAWEI TECHNOLOGIES CO.,LTD"
F4-9F-F3   ,"HUAWEI TECHNOLOGIES CO.,LTD"
F49FF3     ,"HUAWEI TECHNOLOGIES CO.,LTD"
2C-5B-B8   ,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
2C5BB8     ,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B0-AA-36   ,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B0AA36     ,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
78-4B-87   ,"Murata Manufacturing Co., Ltd."
784B87     ,"Murata Manufacturing Co., Ltd."
28-A1-83   ,"ALPS ELECTRIC CO.,LTD."
28A183     ,"ALPS ELECTRIC CO.,LTD."
5C-F8-A1   ,"Murata Manufacturing Co., Ltd."
5CF8A1     ,"Murata Manufacturing Co., Ltd."
60-21-C0   ,"Murata Manufacturing Co., Ltd."
6021C0     ,"Murata Manufacturing Co., Ltd."
84-DB-AC   ,"HUAWEI TECHNOLOGIES CO.,LTD"
84DBAC     ,"HUAWEI TECHNOLOGIES CO.,LTD"
C0-70-09   ,"HUAWEI TECHNOLOGIES CO.,LTD"
C07009     ,"HUAWEI TECHNOLOGIES CO.,LTD"
E0-19-1D   ,"HUAWEI TECHNOLOGIES CO.,LTD"
E0191D     ,"HUAWEI TECHNOLOGIES CO.,LTD"
B8-BC-1B   ,"HUAWEI TECHNOLOGIES CO.,LTD"
B8BC1B     ,"HUAWEI TECHNOLOGIES CO.,LTD"
24-1F-A0   ,"HUAWEI TECHNOLOGIES CO.,LTD"
241FA0     ,"HUAWEI TECHNOLOGIES CO.,LTD"
50-A7-2B   ,"HUAWEI TECHNOLOGIES CO.,LTD"
50A72B     ,"HUAWEI TECHNOLOGIES CO.,LTD"
C8-51-95   ,"HUAWEI TECHNOLOGIES CO.,LTD"
C85195     ,"HUAWEI TECHNOLOGIES CO.,LTD"
00-F8-1C   ,"HUAWEI TECHNOLOGIES CO.,LTD"
00F81C     ,"HUAWEI TECHNOLOGIES CO.,LTD"
F4-55-9C   ,"HUAWEI TECHNOLOGIES CO.,LTD"
F4559C     ,"HUAWEI TECHNOLOGIES CO.,LTD"
28-3C-E4   ,"HUAWEI TECHNOLOGIES CO.,LTD"
283CE4     ,"HUAWEI TECHNOLOGIES CO.,LTD"
64-A5-C3   ,"Apple, Inc."
64A5C3     ,"Apple, Inc."
00-1D-0F   ,"TP-LINK TECHNOLOGIES CO.,LTD."
001D0F     ,"TP-LINK TECHNOLOGIES CO.,LTD."
5C-63-BF   ,"TP-LINK TECHNOLOGIES CO.,LTD."
5C63BF     ,"TP-LINK TECHNOLOGIES CO.,LTD."
B0-48-7A   ,"TP-LINK TECHNOLOGIES CO.,LTD."
B0487A     ,"TP-LINK TECHNOLOGIES CO.,LTD."
38-83-45   ,"TP-LINK TECHNOLOGIES CO.,LTD."
388345,"TP-LINK TECHNOLOGIES CO.,LTD."
14-E6-E4   ,"TP-LINK TECHNOLOGIES CO.,LTD."
14E6E4     ,"TP-LINK TECHNOLOGIES CO.,LTD."
64-70-02   ,"TP-LINK TECHNOLOGIES CO.,LTD."
647002,"TP-LINK TECHNOLOGIES CO.,LTD."
64-66-B3   ,"TP-LINK TECHNOLOGIES CO.,LTD."
6466B3     ,"TP-LINK TECHNOLOGIES CO.,LTD."
6C-E8-73   ,"TP-LINK TECHNOLOGIES CO.,LTD."
6CE873     ,"TP-LINK TECHNOLOGIES CO.,LTD."
08-E8-4F   ,"HUAWEI TECHNOLOGIES CO.,LTD"
08E84F     ,"HUAWEI TECHNOLOGIES CO.,LTD"
04-BD-70   ,"HUAWEI TECHNOLOGIES CO.,LTD"
04BD70     ,"HUAWEI TECHNOLOGIES CO.,LTD"
18-C5-8A   ,"HUAWEI TECHNOLOGIES CO.,LTD"
18C58A     ,"HUAWEI TECHNOLOGIES CO.,LTD"
40-5F-C2   ,Texas Instruments
405FC2     ,Texas Instruments
20-CD-39   ,Texas Instruments
20CD39     ,Texas Instruments
D8-DD-FD   ,Texas Instruments
D8DDFD     ,Texas Instruments
54-4A-16   ,Texas Instruments
544A16     ,Texas Instruments
EC-11-27   ,Texas Instruments
